user_id;user_name;t_user;retweet_count;favorite_count;created_at;retweeted;hashtags;user_mentions;text
1432372695128215560;PHuynou;Phil Huynou;613;0;Fri Apr 21 18:14:07 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
460181979;jlouisgauthier;Jean-Louis GAUTHIER 🐢;613;0;Fri Apr 21 18:13:09 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
1105461503849828352;ManuelleYerly;YERLY Manuelle;613;0;Fri Apr 21 18:12:01 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
1016017610062876672;PatriciaPatou4;🇫🇷Sharon pas Stone 🌿💤 ✝️🇫🇷🔯;613;0;Fri Apr 21 18:10:01 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
2774476016;hamelin_yves;hamelin jean-yves ;613;0;Fri Apr 21 18:08:29 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
1439915735254540288;Sonic_S_8_O;SONIC 🇱🇺;613;0;Fri Apr 21 18:07:31 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
1586474689806958592;Elisa_M64;Happy_Family;613;0;Fri Apr 21 18:01:12 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
1518875638182072321;CylRam;Ram Cyl;613;0;Fri Apr 21 17:59:15 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
826562982658314240;FootNextDoor;Foot Nextdoor;613;0;Fri Apr 21 17:58:04 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
2232134436;heco31;hervé;613;0;Fri Apr 21 17:56:20 +0000 2023;True;[{'text': 'Tricastin', 'indices': [15, 25]}];[{'screen_name': 'lamarsweb', 'name': 'La Marseillaise', 'id': 193240251, 'id_str': '193240251', 'indices': [3, 13]}];RT @lamarsweb: #Tricastin : L'arrivée d'Agnès Pannier-Runacher la ministre de la transition énergétique et Roland Lescure, ministre délégué…
